"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ISL","M1","TOT","IDX2015","Q","1989-Q1",3.58073,
"ISL","M1","TOT","IDX2015","Q","1989-Q2",3.784409,
"ISL","M1","TOT","IDX2015","Q","1989-Q3",3.945715,
"ISL","M1","TOT","IDX2015","Q","1989-Q4",4.379743,
"ISL","M1","TOT","IDX2015","Q","1990-Q1",4.787926,
"ISL","M1","TOT","IDX2015","Q","1990-Q2",5.155151,
"ISL","M1","TOT","IDX2015","Q","1990-Q3",5.618574,
"ISL","M1","TOT","IDX2015","Q","1990-Q4",5.935818,
"ISL","M1","TOT","IDX2015","Q","1991-Q1",5.788669,
"ISL","M1","TOT","IDX2015","Q","1991-Q2",6.101191,
"ISL","M1","TOT","IDX2015","Q","1991-Q3",6.236904,
"ISL","M1","TOT","IDX2015","Q","1991-Q4",6.494666,
"ISL","M1","TOT","IDX2015","Q","1992-Q1",6.906655,
"ISL","M1","TOT","IDX2015","Q","1992-Q2",6.983418,
"ISL","M1","TOT","IDX2015","Q","1992-Q3",7.014395,
"ISL","M1","TOT","IDX2015","Q","1992-Q4",6.938097,
"ISL","M1","TOT","IDX2015","Q","1993-Q1",6.830999,
"ISL","M1","TOT","IDX2015","Q","1993-Q2",6.720825,
"ISL","M1","TOT","IDX2015","Q","1993-Q3",7.108129,
"ISL","M1","TOT","IDX2015","Q","1993-Q4",7.193397,
"ISL","M1","TOT","IDX2015","Q","1994-Q1",7.485007,
"ISL","M1","TOT","IDX2015","Q","1994-Q2",7.680698,
"ISL","M1","TOT","IDX2015","Q","1994-Q3",7.603752,
"ISL","M1","TOT","IDX2015","Q","1994-Q4",7.894891,
"ISL","M1","TOT","IDX2015","Q","1995-Q1",7.881819,
"ISL","M1","TOT","IDX2015","Q","1995-Q2",8.024883,
"ISL","M1","TOT","IDX2015","Q","1995-Q3",8.286636,
"ISL","M1","TOT","IDX2015","Q","1995-Q4",8.313828,
"ISL","M1","TOT","IDX2015","Q","1996-Q1",8.664874,
"ISL","M1","TOT","IDX2015","Q","1996-Q2",8.892749,
"ISL","M1","TOT","IDX2015","Q","1996-Q3",9.142164,
"ISL","M1","TOT","IDX2015","Q","1996-Q4",9.352214,
"ISL","M1","TOT","IDX2015","Q","1997-Q1",9.637536,
"ISL","M1","TOT","IDX2015","Q","1997-Q2",9.974174,
"ISL","M1","TOT","IDX2015","Q","1997-Q3",10.21279,
"ISL","M1","TOT","IDX2015","Q","1997-Q4",10.46264,
"ISL","M1","TOT","IDX2015","Q","1998-Q1",11.1815,
"ISL","M1","TOT","IDX2015","Q","1998-Q2",11.69493,
"ISL","M1","TOT","IDX2015","Q","1998-Q3",12.15778,
"ISL","M1","TOT","IDX2015","Q","1998-Q4",12.70217,
"ISL","M1","TOT","IDX2015","Q","1999-Q1",13.36157,
"ISL","M1","TOT","IDX2015","Q","1999-Q2",14.04589,
"ISL","M1","TOT","IDX2015","Q","1999-Q3",14.76689,
"ISL","M1","TOT","IDX2015","Q","1999-Q4",15.33863,
"ISL","M1","TOT","IDX2015","Q","2000-Q1",15.93816,
"ISL","M1","TOT","IDX2015","Q","2000-Q2",16.36344,
"ISL","M1","TOT","IDX2015","Q","2000-Q3",16.50035,
"ISL","M1","TOT","IDX2015","Q","2000-Q4",16.53412,
"ISL","M1","TOT","IDX2015","Q","2001-Q1",16.3766,
"ISL","M1","TOT","IDX2015","Q","2001-Q2",16.31975,
"ISL","M1","TOT","IDX2015","Q","2001-Q3",16.40369,
"ISL","M1","TOT","IDX2015","Q","2001-Q4",16.59958,
"ISL","M1","TOT","IDX2015","Q","2002-Q1",16.91858,
"ISL","M1","TOT","IDX2015","Q","2002-Q2",17.46684,
"ISL","M1","TOT","IDX2015","Q","2002-Q3",18.23673,
"ISL","M1","TOT","IDX2015","Q","2002-Q4",19.00565,
"ISL","M1","TOT","IDX2015","Q","2003-Q1",20.18011,
"ISL","M1","TOT","IDX2015","Q","2003-Q2",20.84386,
"ISL","M1","TOT","IDX2015","Q","2003-Q3",22.32838,
"ISL","M1","TOT","IDX2015","Q","2003-Q4",24.13333,
"ISL","M1","TOT","IDX2015","Q","2004-Q1",25.55712,
"ISL","M1","TOT","IDX2015","Q","2004-Q2",27.87804,
"ISL","M1","TOT","IDX2015","Q","2004-Q3",29.68338,
"ISL","M1","TOT","IDX2015","Q","2004-Q4",31.35184,
"ISL","M1","TOT","IDX2015","Q","2005-Q1",33.86199,
"ISL","M1","TOT","IDX2015","Q","2005-Q2",36.17065,
"ISL","M1","TOT","IDX2015","Q","2005-Q3",38.42041,
"ISL","M1","TOT","IDX2015","Q","2005-Q4",41.00627,
"ISL","M1","TOT","IDX2015","Q","2006-Q1",42.88479,
"ISL","M1","TOT","IDX2015","Q","2006-Q2",44.26818,
"ISL","M1","TOT","IDX2015","Q","2006-Q3",46.03506,
"ISL","M1","TOT","IDX2015","Q","2006-Q4",49.98673,
"ISL","M1","TOT","IDX2015","Q","2007-Q1",55.98632,
"ISL","M1","TOT","IDX2015","Q","2007-Q2",64.81063,
"ISL","M1","TOT","IDX2015","Q","2007-Q3",75.96234,
"ISL","M1","TOT","IDX2015","Q","2007-Q4",86.12642,
"ISL","M1","TOT","IDX2015","Q","2008-Q1",94.0402,
"ISL","M1","TOT","IDX2015","Q","2008-Q2",101.9717,
"ISL","M1","TOT","IDX2015","Q","2008-Q3",109.8471,
"ISL","M1","TOT","IDX2015","Q","2008-Q4",114.7303,
"ISL","M1","TOT","IDX2015","Q","2009-Q1",120.3279,
"ISL","M1","TOT","IDX2015","Q","2009-Q2",123.8864,
"ISL","M1","TOT","IDX2015","Q","2009-Q3",122.8155,
"ISL","M1","TOT","IDX2015","Q","2009-Q4",121.3444,
"ISL","M1","TOT","IDX2015","Q","2010-Q1",119.86,
"ISL","M1","TOT","IDX2015","Q","2010-Q2",117.2143,
"ISL","M1","TOT","IDX2015","Q","2010-Q3",115.6747,
"ISL","M1","TOT","IDX2015","Q","2010-Q4",115.3923,
"ISL","M1","TOT","IDX2015","Q","2011-Q1",114.4436,
"ISL","M1","TOT","IDX2015","Q","2011-Q2",115.5979,
"ISL","M1","TOT","IDX2015","Q","2011-Q3",116.9196,
"ISL","M1","TOT","IDX2015","Q","2011-Q4",117.9101,
"ISL","M1","TOT","IDX2015","Q","2012-Q1",118.2202,
"ISL","M1","TOT","IDX2015","Q","2012-Q2",113.9046,
"ISL","M1","TOT","IDX2015","Q","2012-Q3",110.0419,
"ISL","M1","TOT","IDX2015","Q","2012-Q4",107.3929,
"ISL","M1","TOT","IDX2015","Q","2013-Q1",106.3057,
"ISL","M1","TOT","IDX2015","Q","2013-Q2",106.6168,
"ISL","M1","TOT","IDX2015","Q","2013-Q3",108.1283,
"ISL","M1","TOT","IDX2015","Q","2013-Q4",110.5927,
"ISL","M1","TOT","IDX2015","Q","2014-Q1",111.8166,
"ISL","M1","TOT","IDX2015","Q","2014-Q2",112.6737,
"ISL","M1","TOT","IDX2015","Q","2014-Q3",100.3498,
"ISL","M1","TOT","IDX2015","Q","2014-Q4",97.46317,
"ISL","M1","TOT","IDX2015","Q","2015-Q1",98.41059,
"ISL","M1","TOT","IDX2015","Q","2015-Q2",99.99551,
"ISL","M1","TOT","IDX2015","Q","2015-Q3",100.9343,
"ISL","M1","TOT","IDX2015","Q","2015-Q4",100.6596,
"ISL","M1","TOT","IDX2015","Q","2016-Q1",99.86892,
"ISL","M1","TOT","IDX2015","Q","2016-Q2",99.81715,
"ISL","M1","TOT","IDX2015","Q","2016-Q3",101.608,
"ISL","M1","TOT","IDX2015","Q","2016-Q4",104.9016,
"ISL","M1","TOT","IDX2015","Q","2017-Q1",108.5461,
"ISL","M1","TOT","IDX2015","Q","2017-Q2",110.9821,
"ISL","M1","TOT","IDX2015","Q","2017-Q3",113.2098,
"ISL","M1","TOT","IDX2015","Q","2017-Q4",115.3702,
"ISL","M1","TOT","IDX2015","Q","2018-Q1",116.5905,
"ISL","M1","TOT","IDX2015","Q","2018-Q2",118.0829,
"ISL","M1","TOT","IDX2015","Q","2018-Q3",119.0288,
"ISL","M1","TOT","IDX2015","Q","2018-Q4",119.5644,
"ISL","M1","TOT","IDX2015","Q","2019-Q1",120.7516,
"ISL","M1","TOT","IDX2015","Q","2019-Q2",121.088,
"ISL","M1","TOT","IDX2015","Q","2019-Q3",116.7991,
"ISL","M1","TOT","IDX2015","Q","2019-Q4",120.1544,
"ISL","M1","TOT","IDX2015","Q","2020-Q1",128.5986,
"ISL","M1","TOT","IDX2015","Q","2020-Q2",139.3753,
"ISL","M1","TOT","IDX2015","Q","2020-Q3",149.8744,
"ISL","M1","TOT","IDX2015","Q","2020-Q4",157.8941,
"ISL","M1","TOT","IDX2015","Q","2021-Q1",164.5575,
"ISL","M1","TOT","IDX2015","Q","2021-Q2",172.4438,
"ISL","M1","TOT","IDX2015","Q","2021-Q3",179.8012,
"ISL","M1","TOT","IDX2015","Q","2021-Q4",185.501,
"JPN","M1","TOT","IDX2015","Q","1955-Q1",0.3476564,
"JPN","M1","TOT","IDX2015","Q","1955-Q2",0.3572567,
"JPN","M1","TOT","IDX2015","Q","1955-Q3",0.384201,
"JPN","M1","TOT","IDX2015","Q","1955-Q4",0.40008,
"JPN","M1","TOT","IDX2015","Q","1956-Q1",0.394544,
"JPN","M1","TOT","IDX2015","Q","1956-Q2",0.4130897,
"JPN","M1","TOT","IDX2015","Q","1956-Q3",0.438893,
"JPN","M1","TOT","IDX2015","Q","1956-Q4",0.4523618,
"JPN","M1","TOT","IDX2015","Q","1957-Q1",0.4740874,
"JPN","M1","TOT","IDX2015","Q","1957-Q2",0.4810277,
"JPN","M1","TOT","IDX2015","Q","1957-Q3",0.478415,
"JPN","M1","TOT","IDX2015","Q","1957-Q4",0.4802108,
"JPN","M1","TOT","IDX2015","Q","1958-Q1",0.4839712,
"JPN","M1","TOT","IDX2015","Q","1958-Q2",0.4866582,
"JPN","M1","TOT","IDX2015","Q","1958-Q3",0.5136971,
"JPN","M1","TOT","IDX2015","Q","1958-Q4",0.5379949,
"JPN","M1","TOT","IDX2015","Q","1959-Q1",0.5504712,
"JPN","M1","TOT","IDX2015","Q","1959-Q2",0.5784079,
"JPN","M1","TOT","IDX2015","Q","1959-Q3",0.5974195,
"JPN","M1","TOT","IDX2015","Q","1959-Q4",0.627645,
"JPN","M1","TOT","IDX2015","Q","1960-Q1",0.6603076,
"JPN","M1","TOT","IDX2015","Q","1960-Q2",0.6845919,
"JPN","M1","TOT","IDX2015","Q","1960-Q3",0.7180714,
"JPN","M1","TOT","IDX2015","Q","1960-Q4",0.7599495,
"JPN","M1","TOT","IDX2015","Q","1961-Q1",0.81745,
"JPN","M1","TOT","IDX2015","Q","1961-Q2",0.874586,
"JPN","M1","TOT","IDX2015","Q","1961-Q3",0.9075524,
"JPN","M1","TOT","IDX2015","Q","1961-Q4",0.9327414,
"JPN","M1","TOT","IDX2015","Q","1962-Q1",0.959949,
"JPN","M1","TOT","IDX2015","Q","1962-Q2",0.9955957,
"JPN","M1","TOT","IDX2015","Q","1962-Q3",1.043125,
"JPN","M1","TOT","IDX2015","Q","1962-Q4",1.097081,
"JPN","M1","TOT","IDX2015","Q","1963-Q1",1.094974,
"JPN","M1","TOT","IDX2015","Q","1963-Q2",1.180911,
"JPN","M1","TOT","IDX2015","Q","1963-Q3",1.251563,
"JPN","M1","TOT","IDX2015","Q","1963-Q4",1.313668,
"JPN","M1","TOT","IDX2015","Q","1964-Q1",1.353548,
"JPN","M1","TOT","IDX2015","Q","1964-Q2",1.396668,
"JPN","M1","TOT","IDX2015","Q","1964-Q3",1.437858,
"JPN","M1","TOT","IDX2015","Q","1964-Q4",1.492104,
"JPN","M1","TOT","IDX2015","Q","1965-Q1",1.555046,
"JPN","M1","TOT","IDX2015","Q","1965-Q2",1.5939,
"JPN","M1","TOT","IDX2015","Q","1965-Q3",1.653081,
"JPN","M1","TOT","IDX2015","Q","1965-Q4",1.709205,
"JPN","M1","TOT","IDX2015","Q","1966-Q1",1.78095,
"JPN","M1","TOT","IDX2015","Q","1966-Q2",1.850036,
"JPN","M1","TOT","IDX2015","Q","1966-Q3",1.914247,
"JPN","M1","TOT","IDX2015","Q","1966-Q4",1.964173,
"JPN","M1","TOT","IDX2015","Q","1967-Q1",2.043419,
"JPN","M1","TOT","IDX2015","Q","1967-Q2",2.116886,
"JPN","M1","TOT","IDX2015","Q","1967-Q3",2.189517,
"JPN","M1","TOT","IDX2015","Q","1967-Q4",2.30526,
"JPN","M1","TOT","IDX2015","Q","1968-Q1",2.396956,
"JPN","M1","TOT","IDX2015","Q","1968-Q2",2.486221,
"JPN","M1","TOT","IDX2015","Q","1968-Q3",2.570774,
"JPN","M1","TOT","IDX2015","Q","1968-Q4",2.662537,
"JPN","M1","TOT","IDX2015","Q","1969-Q1",2.788529,
"JPN","M1","TOT","IDX2015","Q","1969-Q2",2.930272,
"JPN","M1","TOT","IDX2015","Q","1969-Q3",3.0937,
"JPN","M1","TOT","IDX2015","Q","1969-Q4",3.261422,
"JPN","M1","TOT","IDX2015","Q","1970-Q1",3.424208,
"JPN","M1","TOT","IDX2015","Q","1970-Q2",3.569246,
"JPN","M1","TOT","IDX2015","Q","1970-Q3",3.703002,
"JPN","M1","TOT","IDX2015","Q","1970-Q4",3.877637,
"JPN","M1","TOT","IDX2015","Q","1971-Q1",4.086507,
"JPN","M1","TOT","IDX2015","Q","1971-Q2",4.319021,
"JPN","M1","TOT","IDX2015","Q","1971-Q3",4.636553,
"JPN","M1","TOT","IDX2015","Q","1971-Q4",4.827898,
"JPN","M1","TOT","IDX2015","Q","1972-Q1",5.07014,
"JPN","M1","TOT","IDX2015","Q","1972-Q2",5.302296,
"JPN","M1","TOT","IDX2015","Q","1972-Q3",5.441345,
"JPN","M1","TOT","IDX2015","Q","1972-Q4",6.044327,
"JPN","M1","TOT","IDX2015","Q","1973-Q1",6.459868,
"JPN","M1","TOT","IDX2015","Q","1973-Q2",6.956464,
"JPN","M1","TOT","IDX2015","Q","1973-Q3",7.179992,
"JPN","M1","TOT","IDX2015","Q","1973-Q4",7.347092,
"JPN","M1","TOT","IDX2015","Q","1974-Q1",7.536506,
"JPN","M1","TOT","IDX2015","Q","1974-Q2",7.816096,
"JPN","M1","TOT","IDX2015","Q","1974-Q3",8.044201,
"JPN","M1","TOT","IDX2015","Q","1974-Q4",8.277376,
"JPN","M1","TOT","IDX2015","Q","1975-Q1",8.549837,
"JPN","M1","TOT","IDX2015","Q","1975-Q2",8.783843,
"JPN","M1","TOT","IDX2015","Q","1975-Q3",9.007067,
"JPN","M1","TOT","IDX2015","Q","1975-Q4",9.17011,
"JPN","M1","TOT","IDX2015","Q","1976-Q1",9.631086,
"JPN","M1","TOT","IDX2015","Q","1976-Q2",9.973976,
"JPN","M1","TOT","IDX2015","Q","1976-Q3",10.21521,
"JPN","M1","TOT","IDX2015","Q","1976-Q4",10.48178,
"JPN","M1","TOT","IDX2015","Q","1977-Q1",10.60283,
"JPN","M1","TOT","IDX2015","Q","1977-Q2",10.51157,
"JPN","M1","TOT","IDX2015","Q","1977-Q3",10.84465,
"JPN","M1","TOT","IDX2015","Q","1977-Q4",11.14091,
"JPN","M1","TOT","IDX2015","Q","1978-Q1",11.39159,
"JPN","M1","TOT","IDX2015","Q","1978-Q2",11.56307,
"JPN","M1","TOT","IDX2015","Q","1978-Q3",12.09902,
"JPN","M1","TOT","IDX2015","Q","1978-Q4",12.39431,
"JPN","M1","TOT","IDX2015","Q","1979-Q1",12.66931,
"JPN","M1","TOT","IDX2015","Q","1979-Q2",13.17814,
"JPN","M1","TOT","IDX2015","Q","1979-Q3",13.29407,
"JPN","M1","TOT","IDX2015","Q","1979-Q4",13.38669,
"JPN","M1","TOT","IDX2015","Q","1980-Q1",13.60073,
"JPN","M1","TOT","IDX2015","Q","1980-Q2",13.78128,
"JPN","M1","TOT","IDX2015","Q","1980-Q3",13.26057,
"JPN","M1","TOT","IDX2015","Q","1980-Q4",13.24155,
"JPN","M1","TOT","IDX2015","Q","1981-Q1",13.41563,
"JPN","M1","TOT","IDX2015","Q","1981-Q2",13.71732,
"JPN","M1","TOT","IDX2015","Q","1981-Q3",14.12551,
"JPN","M1","TOT","IDX2015","Q","1981-Q4",14.41322,
"JPN","M1","TOT","IDX2015","Q","1982-Q1",14.32653,
"JPN","M1","TOT","IDX2015","Q","1982-Q2",14.6232,
"JPN","M1","TOT","IDX2015","Q","1982-Q3",14.86337,
"JPN","M1","TOT","IDX2015","Q","1982-Q4",15.08685,
"JPN","M1","TOT","IDX2015","Q","1983-Q1",15.1945,
"JPN","M1","TOT","IDX2015","Q","1983-Q2",15.2166,
"JPN","M1","TOT","IDX2015","Q","1983-Q3",15.28961,
"JPN","M1","TOT","IDX2015","Q","1983-Q4",15.35574,
"JPN","M1","TOT","IDX2015","Q","1984-Q1",15.41636,
"JPN","M1","TOT","IDX2015","Q","1984-Q2",15.54445,
"JPN","M1","TOT","IDX2015","Q","1984-Q3",15.78584,
"JPN","M1","TOT","IDX2015","Q","1984-Q4",16.03969,
"JPN","M1","TOT","IDX2015","Q","1985-Q1",16.35857,
"JPN","M1","TOT","IDX2015","Q","1985-Q2",16.28134,
"JPN","M1","TOT","IDX2015","Q","1985-Q3",16.52941,
"JPN","M1","TOT","IDX2015","Q","1985-Q4",16.79296,
"JPN","M1","TOT","IDX2015","Q","1986-Q1",17.01047,
"JPN","M1","TOT","IDX2015","Q","1986-Q2",17.36127,
"JPN","M1","TOT","IDX2015","Q","1986-Q3",17.83055,
"JPN","M1","TOT","IDX2015","Q","1986-Q4",18.32879,
"JPN","M1","TOT","IDX2015","Q","1987-Q1",18.72406,
"JPN","M1","TOT","IDX2015","Q","1987-Q2",19.31428,
"JPN","M1","TOT","IDX2015","Q","1987-Q3",19.88371,
"JPN","M1","TOT","IDX2015","Q","1987-Q4",20.02141,
"JPN","M1","TOT","IDX2015","Q","1988-Q1",20.40765,
"JPN","M1","TOT","IDX2015","Q","1988-Q2",21.06033,
"JPN","M1","TOT","IDX2015","Q","1988-Q3",21.20637,
"JPN","M1","TOT","IDX2015","Q","1988-Q4",21.81397,
"JPN","M1","TOT","IDX2015","Q","1989-Q1",22.28365,
"JPN","M1","TOT","IDX2015","Q","1989-Q2",22.20731,
"JPN","M1","TOT","IDX2015","Q","1989-Q3",21.82653,
"JPN","M1","TOT","IDX2015","Q","1989-Q4",21.63334,
"JPN","M1","TOT","IDX2015","Q","1990-Q1",22.40154,
"JPN","M1","TOT","IDX2015","Q","1990-Q2",22.49902,
"JPN","M1","TOT","IDX2015","Q","1990-Q3",22.60692,
"JPN","M1","TOT","IDX2015","Q","1990-Q4",22.68101,
"JPN","M1","TOT","IDX2015","Q","1991-Q1",22.92434,
"JPN","M1","TOT","IDX2015","Q","1991-Q2",23.28549,
"JPN","M1","TOT","IDX2015","Q","1991-Q3",24.07911,
"JPN","M1","TOT","IDX2015","Q","1991-Q4",24.57657,
"JPN","M1","TOT","IDX2015","Q","1992-Q1",24.67337,
"JPN","M1","TOT","IDX2015","Q","1992-Q2",24.66959,
"JPN","M1","TOT","IDX2015","Q","1992-Q3",24.81085,
"JPN","M1","TOT","IDX2015","Q","1992-Q4",25.02538,
"JPN","M1","TOT","IDX2015","Q","1993-Q1",25.09706,
"JPN","M1","TOT","IDX2015","Q","1993-Q2",25.47996,
"JPN","M1","TOT","IDX2015","Q","1993-Q3",25.62441,
"JPN","M1","TOT","IDX2015","Q","1993-Q4",25.83928,
"JPN","M1","TOT","IDX2015","Q","1994-Q1",26.38853,
"JPN","M1","TOT","IDX2015","Q","1994-Q2",26.80548,
"JPN","M1","TOT","IDX2015","Q","1994-Q3",27.15649,
"JPN","M1","TOT","IDX2015","Q","1994-Q4",27.31612,
"JPN","M1","TOT","IDX2015","Q","1995-Q1",27.68954,
"JPN","M1","TOT","IDX2015","Q","1995-Q2",28.3714,
"JPN","M1","TOT","IDX2015","Q","1995-Q3",29.56085,
"JPN","M1","TOT","IDX2015","Q","1995-Q4",30.83419,
"JPN","M1","TOT","IDX2015","Q","1996-Q1",31.9245,
"JPN","M1","TOT","IDX2015","Q","1996-Q2",32.79574,
"JPN","M1","TOT","IDX2015","Q","1996-Q3",33.51772,
"JPN","M1","TOT","IDX2015","Q","1996-Q4",34.19101,
"JPN","M1","TOT","IDX2015","Q","1997-Q1",35.05629,
"JPN","M1","TOT","IDX2015","Q","1997-Q2",35.66346,
"JPN","M1","TOT","IDX2015","Q","1997-Q3",36.16583,
"JPN","M1","TOT","IDX2015","Q","1997-Q4",37.08936,
"JPN","M1","TOT","IDX2015","Q","1998-Q1",38.47713,
"JPN","M1","TOT","IDX2015","Q","1998-Q2",38.48108,
"JPN","M1","TOT","IDX2015","Q","1998-Q3",39.18804,
"JPN","M1","TOT","IDX2015","Q","1998-Q4",40.13678,
"JPN","M1","TOT","IDX2015","Q","1999-Q1",41.03426,
"JPN","M1","TOT","IDX2015","Q","1999-Q2",42.50628,
"JPN","M1","TOT","IDX2015","Q","1999-Q3",44.01328,
"JPN","M1","TOT","IDX2015","Q","1999-Q4",45.17569,
"JPN","M1","TOT","IDX2015","Q","2000-Q1",46.08423,
"JPN","M1","TOT","IDX2015","Q","2000-Q2",46.54941,
"JPN","M1","TOT","IDX2015","Q","2000-Q3",46.73624,
"JPN","M1","TOT","IDX2015","Q","2000-Q4",47.49039,
"JPN","M1","TOT","IDX2015","Q","2001-Q1",48.2742,
"JPN","M1","TOT","IDX2015","Q","2001-Q2",49.67321,
"JPN","M1","TOT","IDX2015","Q","2001-Q3",51.20995,
"JPN","M1","TOT","IDX2015","Q","2001-Q4",53.61693,
"JPN","M1","TOT","IDX2015","Q","2002-Q1",57.70396,
"JPN","M1","TOT","IDX2015","Q","2002-Q2",65.51398,
"JPN","M1","TOT","IDX2015","Q","2002-Q3",66.95575,
"JPN","M1","TOT","IDX2015","Q","2002-Q4",68.36639,
"JPN","M1","TOT","IDX2015","Q","2003-Q1",68.95554,
"JPN","M1","TOT","IDX2015","Q","2003-Q2",68.90858,
"JPN","M1","TOT","IDX2015","Q","2003-Q3",70.37589,
"JPN","M1","TOT","IDX2015","Q","2003-Q4",71.12598,
"JPN","M1","TOT","IDX2015","Q","2004-Q1",71.6036,
"JPN","M1","TOT","IDX2015","Q","2004-Q2",71.94114,
"JPN","M1","TOT","IDX2015","Q","2004-Q3",73.29423,
"JPN","M1","TOT","IDX2015","Q","2004-Q4",74.14409,
"JPN","M1","TOT","IDX2015","Q","2005-Q1",74.72783,
"JPN","M1","TOT","IDX2015","Q","2005-Q2",75.30989,
"JPN","M1","TOT","IDX2015","Q","2005-Q3",76.67387,
"JPN","M1","TOT","IDX2015","Q","2005-Q4",77.81941,
"JPN","M1","TOT","IDX2015","Q","2006-Q1",78.30416,
"JPN","M1","TOT","IDX2015","Q","2006-Q2",78.54729,
"JPN","M1","TOT","IDX2015","Q","2006-Q3",78.49258,
"JPN","M1","TOT","IDX2015","Q","2006-Q4",78.19376,
"JPN","M1","TOT","IDX2015","Q","2007-Q1",78.30394,
"JPN","M1","TOT","IDX2015","Q","2007-Q2",78.30969,
"JPN","M1","TOT","IDX2015","Q","2007-Q3",78.18909,
"JPN","M1","TOT","IDX2015","Q","2007-Q4",78.49482,
"JPN","M1","TOT","IDX2015","Q","2008-Q1",78.32085,
"JPN","M1","TOT","IDX2015","Q","2008-Q2",77.83364,
"JPN","M1","TOT","IDX2015","Q","2008-Q3",77.81264,
"JPN","M1","TOT","IDX2015","Q","2008-Q4",77.74026,
"JPN","M1","TOT","IDX2015","Q","2009-Q1",78.06076,
"JPN","M1","TOT","IDX2015","Q","2009-Q2",78.28996,
"JPN","M1","TOT","IDX2015","Q","2009-Q3",78.38544,
"JPN","M1","TOT","IDX2015","Q","2009-Q4",78.58061,
"JPN","M1","TOT","IDX2015","Q","2010-Q1",78.87467,
"JPN","M1","TOT","IDX2015","Q","2010-Q2",79.59705,
"JPN","M1","TOT","IDX2015","Q","2010-Q3",80.123,
"JPN","M1","TOT","IDX2015","Q","2010-Q4",80.90516,
"JPN","M1","TOT","IDX2015","Q","2011-Q1",81.79375,
"JPN","M1","TOT","IDX2015","Q","2011-Q2",83.54372,
"JPN","M1","TOT","IDX2015","Q","2011-Q3",84.2529,
"JPN","M1","TOT","IDX2015","Q","2011-Q4",85.07742,
"JPN","M1","TOT","IDX2015","Q","2012-Q1",85.73133,
"JPN","M1","TOT","IDX2015","Q","2012-Q2",86.22857,
"JPN","M1","TOT","IDX2015","Q","2012-Q3",87.06191,
"JPN","M1","TOT","IDX2015","Q","2012-Q4",87.81922,
"JPN","M1","TOT","IDX2015","Q","2013-Q1",89.00736,
"JPN","M1","TOT","IDX2015","Q","2013-Q2",90.15114,
"JPN","M1","TOT","IDX2015","Q","2013-Q3",91.59065,
"JPN","M1","TOT","IDX2015","Q","2013-Q4",92.76376,
"JPN","M1","TOT","IDX2015","Q","2014-Q1",93.8662,
"JPN","M1","TOT","IDX2015","Q","2014-Q2",94.3993,
"JPN","M1","TOT","IDX2015","Q","2014-Q3",95.36041,
"JPN","M1","TOT","IDX2015","Q","2014-Q4",96.95594,
"JPN","M1","TOT","IDX2015","Q","2015-Q1",98.34708,
"JPN","M1","TOT","IDX2015","Q","2015-Q2",99.42895,
"JPN","M1","TOT","IDX2015","Q","2015-Q3",100.5841,
"JPN","M1","TOT","IDX2015","Q","2015-Q4",101.6399,
"JPN","M1","TOT","IDX2015","Q","2016-Q1",103.229,
"JPN","M1","TOT","IDX2015","Q","2016-Q2",106.2219,
"JPN","M1","TOT","IDX2015","Q","2016-Q3",108.2079,
"JPN","M1","TOT","IDX2015","Q","2016-Q4",110.439,
"JPN","M1","TOT","IDX2015","Q","2017-Q1",112.8209,
"JPN","M1","TOT","IDX2015","Q","2017-Q2",114.3631,
"JPN","M1","TOT","IDX2015","Q","2017-Q3",116.2974,
"JPN","M1","TOT","IDX2015","Q","2017-Q4",118.4046,
"JPN","M1","TOT","IDX2015","Q","2018-Q1",120.151,
"JPN","M1","TOT","IDX2015","Q","2018-Q2",121.5659,
"JPN","M1","TOT","IDX2015","Q","2018-Q3",123.4843,
"JPN","M1","TOT","IDX2015","Q","2018-Q4",125.0521,
"JPN","M1","TOT","IDX2015","Q","2019-Q1",126.691,
"JPN","M1","TOT","IDX2015","Q","2019-Q2",128.2679,
"JPN","M1","TOT","IDX2015","Q","2019-Q3",129.4831,
"JPN","M1","TOT","IDX2015","Q","2019-Q4",131.8212,
"JPN","M1","TOT","IDX2015","Q","2020-Q1",134.3716,
"JPN","M1","TOT","IDX2015","Q","2020-Q2",140.4704,
"JPN","M1","TOT","IDX2015","Q","2020-Q3",147.2956,
"JPN","M1","TOT","IDX2015","Q","2020-Q4",150.3473,
"JPN","M1","TOT","IDX2015","Q","2021-Q1",153.69,
"JPN","M1","TOT","IDX2015","Q","2021-Q2",155.8908,
"JPN","M1","TOT","IDX2015","Q","2021-Q3",158.1879,
"JPN","M1","TOT","IDX2015","Q","2021-Q4",160.9948,
"KOR","M1","TOT","IDX2015","Q","1960-Q2",0.003495787,
"KOR","M1","TOT","IDX2015","Q","1960-Q3",0.00330239,
"KOR","M1","TOT","IDX2015","Q","1960-Q4",0.003285836,
"KOR","M1","TOT","IDX2015","Q","1961-Q1",0.003513728,
"KOR","M1","TOT","IDX2015","Q","1961-Q2",0.003766749,
"KOR","M1","TOT","IDX2015","Q","1961-Q3",0.004516419,
"KOR","M1","TOT","IDX2015","Q","1961-Q4",0.005151135,
"KOR","M1","TOT","IDX2015","Q","1962-Q1",0.005731202,
"KOR","M1","TOT","IDX2015","Q","1962-Q2",0.006194768,
